Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
263-62-2075,Giza,Yangon,Normal,Male,Home and lifestyle,97.27,9.0,43.7715,919.2015,02/26/2019,22:09,Ewallet,875.43,4.761904762,43.7715,5.2
478-41-6975,Alex,Yangon,Member,Female,Health and beauty,44.91,3.0,6.7365,159.5984,02/04/2019,13:27,Ewallet,134.73,4.761904762,6.7365,4.6
596-87-4408,Alex,Yangon,Member,Male,Food and beverages,40.69,3.0,6.1035,128.1735,01/29/2019,08:20,Cash,122.07,4.761904762,6.1035,9.4
753-57-2003,Alex,Mandalay,Member,Female,Home and lifestyle,48.38,4.0,9.676,244.8057,01/17/2019,23:53,Cash,193.52,4.761904762,9.676,4.0
754-68-4666,Cairo,Naypyitaw,Member,Female,Sports and travel,52.22,2.0,5.222,109.662,03/06/2019,12:12,Cash,104.44,4.761904762,5.222,4.7
898-87-2007,Alex,Mandalay,Member,Male,Electronic accessories,14.32,3.0,2.148,45.108,01/07/2019,11:47,Ewallet,42.96,4.761904762,2.148,8.3
595-98-8324,Giza,Yangon,Normal,Male,Fashion accessories,62.17,8.0,24.868,522.228,02/22/2019,09:02,Ewallet,497.36,4.761904762,24.868,4.7
724-97-7187,Cairo,Yangon,Member,Female,Home and lifestyle,11.45,10.0,5.725,120.225,02/18/2019,21:45,Credit card,114.5,4.761904762,5.725,8.3
300-68-4281,Cairo,Yangon,Member,Male,Food and beverages,16.83,,,88.3575,02/01/2019,13:03,Cash,84.15,4.761904762,4.2075,5.5
442-73-2872,Alex,Mandalay,Member,Male,Electronic accessories,,3.0,2.4345,51.1245,03/27/2019,08:54,Credit card,48.69,4.761904762,2.4345,6.5
444-86-8466,Cairo,Yangon,Member,Female,Home and lifestyle,55.68,4.0,11.136,233.856,01/12/2019,08:24,Cash,222.72,4.761904762,11.136,6.1
827-74-7769,Cairo,Mandalay,Normal,Male,Health and beauty,12.07,4.0,2.414,50.694,01/19/2019,16:09,Credit card,48.28,4.761904762,2.414,4.5
502-78-6457,Giza,Naypyitaw,Member,Female,Fashion accessories,,1.0,1.0785,27.2589,01/12/2019,09:42,Ewallet,21.57,4.761904762,1.0785,4.2
486-12-6236,Alex,Naypyitaw,Member,Female,Home and lifestyle,28.76,3.0,4.314,105.0905,01/31/2019,10:57,Credit card,86.28,4.761904762,4.314,7.0
965-93-4556,Giza,Naypyitaw,Member,Male,Electronic accessories,91.64,1.0,4.582,96.222,03/08/2019,03:46,Cash,91.64,4.761904762,4.582,8.3
928-49-9711,Alex,Yangon,Member,Female,Fashion accessories,95.67,2.0,9.567,200.907,01/30/2019,01:59,Credit card,191.34,4.761904762,9.567,6.0
823-38-8266,Giza,Mandalay,Member,Male,Sports and travel,,9.0,20.4525,429.5025,02/24/2019,16:04,Credit card,409.05,4.761904762,20.4525,9.5
973-83-5965,Giza,Naypyitaw,Normal,Female,Electronic accessories,88.46,4.0,17.692,371.532,01/28/2019,21:49,Ewallet,353.84,4.761904762,17.692,4.4
350-11-8088,Giza,Yangon,Normal,Female,Health and beauty,18.52,10.0,9.26,194.46,02/15/2019,20:01,Ewallet,185.2,4.761904762,9.26,9.9
206-61-8959,Giza,Mandalay,Member,Female,Sports and travel,45.83,3.0,6.8745,144.3645,03/27/2019,21:22,Cash,137.49,4.761904762,6.8745,7.9
189-93-7496,Cairo,Yangon,Normal,Female,Health and beauty,63.29,3.0,9.4935,219.2872,03/24/2019,12:05,Credit card,189.87,4.761904762,9.4935,6.6
936-51-3769,Alex,Naypyitaw,Member,Female,Home and lifestyle,62.27,4.0,12.454,261.534,01/20/2019,13:20,Ewallet,249.08,4.761904762,12.454,8.9
956-73-7228,Giza,Yangon,Member,Female,Fashion accessories,57.9,6.0,17.37,358.8517,02/19/2019,10:30,Ewallet,347.4,4.761904762,17.37,4.2
696-34-2146,Alex,Naypyitaw,Normal,Female,Home and lifestyle,82.13,9.0,36.9585,776.1285,03/25/2019,11:49,Cash,739.17,4.761904762,36.9585,7.2
104-87-4008,Giza,Mandalay,Member,Female,Food and beverages,85.17,8.0,34.068,679.5576,01/16/2019,03:46,Cash,681.36,4.761904762,34.068,6.1
448-91-1216,Alex,Naypyitaw,Normal,Male,Sports and travel,,10.0,17.385,333.2008,01/25/2019,13:38,Cash,347.7,4.761904762,17.385,8.5
940-25-1256,Giza,Yangon,Member,Male,Sports and travel,67.5,1.0,3.375,70.875,02/03/2019,22:51,Ewallet,67.5,4.761904762,3.375,9.6
562-56-4919,Giza,Naypyitaw,Normal,Male,Fashion accessories,82.81,8.0,33.124,695.604,03/18/2019,11:57,Credit card,662.48,4.761904762,33.124,9.3
794-73-5189,Alex,Naypyitaw,Normal,Female,Health and beauty,42.57,5.0,10.6425,223.4925,03/12/2019,17:42,Credit card,212.85,4.761904762,10.6425,5.5
462-75-4254,Cairo,Naypyitaw,Normal,Male,Home and lifestyle,60.54,4.0,12.108,254.268,03/05/2019,06:27,Credit card,242.16,4.761904762,12.108,8.0
949-48-9480,Giza,Yangon,Member,Male,Fashion accessories,83.03,8.0,33.212,697.452,03/25/2019,13:49,Ewallet,664.24,4.761904762,33.212,6.2
674-37-5125,Giza,Yangon,Normal,Female,Food and beverages,12.85,1.0,0.6425,13.4925,01/23/2019,17:17,Credit card,12.85,4.761904762,0.6425,8.6
574-31-1134,Alex,Mandalay,Member,Female,Health and beauty,92.6,10.0,46.3,972.3,01/19/2019,18:20,Credit card,926.0,4.761904762,46.3,8.6
192-74-6895,Giza,Mandalay,Member,Female,Electronic accessories,10.65,7.0,3.7275,78.2775,03/25/2019,09:14,Ewallet,74.55,4.761904762,3.7275,6.4
123-94-4030,Cairo,Yangon,Normal,Male,Home and lifestyle,30.43,2.0,3.043,63.903,01/29/2019,15:39,Credit card,60.86,4.761904762,3.043,4.8
292-20-2647,Alex,Yangon,Member,Female,Food and beverages,12.63,3.0,1.8945,39.7845,02/18/2019,05:51,Ewallet,37.89,4.761904762,1.8945,6.4
452-24-1837,Cairo,Mandalay,Normal,Male,Food and beverages,27.32,6.0,8.196,172.116,03/19/2019,20:05,Ewallet,163.92,4.761904762,8.196,6.1
337-51-2536,Alex,Mandalay,Normal,Female,Home and lifestyle,38.14,4.0,7.628,160.188,01/14/2019,13:29,Cash,152.56,4.761904762,7.628,8.1
353-66-5098,Giza,Yangon,Member,Male,Fashion accessories,38.57,8.0,15.428,323.988,01/13/2019,05:48,Credit card,308.56,4.761904762,15.428,6.2
129-75-5219,Cairo,Yangon,Normal,Female,Health and beauty,11.27,10.0,5.635,118.335,01/31/2019,19:38,Credit card,112.7,4.761904762,5.635,9.6
175-65-9094,Alex,Mandalay,Normal,Male,Fashion accessories,39.69,10.0,19.845,416.745,02/26/2019,07:43,Cash,396.9,4.761904762,19.845,8.9
277-37-5594,Alex,Naypyitaw,Member,Female,Food and beverages,40.97,2.0,4.097,86.037,02/16/2019,01:54,Ewallet,81.94,4.761904762,4.097,7.9
248-80-3878,Cairo,Yangon,Member,Male,Home and lifestyle,21.93,6.0,6.579,159.9926,01/04/2019,23:18,Ewallet,131.58,4.761904762,6.579,8.6
364-34-2393,Cairo,Naypyitaw,Member,Female,Health and beauty,49.23,10.0,24.615,516.915,03/16/2019,15:30,Cash,492.3,4.761904762,24.615,6.2
794-92-2756,Giza,Yangon,Normal,Male,Fashion accessories,62.61,8.0,25.044,521.1154,03/07/2019,03:53,Credit card,500.88,4.761904762,25.044,7.6
244-97-2366,Cairo,Yangon,Normal,Male,Food and beverages,24.01,2.0,2.401,50.421,02/28/2019,13:49,Credit card,48.02,4.761904762,2.401,7.6
216-13-6881,Alex,Naypyitaw,Normal,Female,Electronic accessories,49.79,5.0,12.4475,261.3975,02/02/2019,08:20,Cash,248.95,4.761904762,12.4475,6.1
110-32-1096,Alex,Naypyitaw,Normal,Male,Food and beverages,54.49,10.0,27.245,572.145,02/10/2019,16:25,Credit card,544.9,4.761904762,27.245,4.2
879-60-1773,Alex,Naypyitaw,Member,Female,Electronic accessories,64.41,4.0,12.882,270.522,01/19/2019,07:50,Credit card,257.64,4.761904762,12.882,5.6
654-74-2577,Alex,Yangon,Member,Male,Sports and travel,25.53,1.0,1.2765,31.3557,01/01/2019,03:15,Ewallet,25.53,4.761904762,1.2765,9.2
773-80-3769,Giza,Yangon,Member,Male,Food and beverages,76.62,2.0,7.662,160.902,01/02/2019,07:34,Ewallet,153.24,4.761904762,7.662,9.3
792-95-2408,Cairo,Naypyitaw,Normal,Male,Fashion accessories,44.23,1.0,2.2115,46.4415,01/06/2019,00:22,Cash,44.23,4.761904762,2.2115,6.8
182-42-2633,Alex,Mandalay,Member,Female,Electronic accessories,49.03,,12.2575,257.4075,01/14/2019,05:13,Credit card,245.15,4.761904762,12.2575,7.4
106-77-7083,Alex,Yangon,Member,Female,Fashion accessories,37.35,5.0,9.3375,196.0875,01/15/2019,19:11,Credit card,186.75,4.761904762,9.3375,9.6
538-73-2282,Alex,Mandalay,Normal,Male,Fashion accessories,77.97,9.0,35.0865,736.8165,02/21/2019,12:59,Credit card,701.73,4.761904762,35.0865,7.0
656-38-1413,Giza,Mandalay,Normal,Male,Sports and travel,18.86,9.0,8.487,201.1709,03/25/2019,22:48,Credit card,169.74,4.761904762,8.487,9.1
783-58-2127,Giza,Mandalay,Normal,Female,Health and beauty,,4.0,10.896,228.816,01/13/2019,21:19,Cash,217.92,4.761904762,10.896,8.4
741-95-2675,Giza,Yangon,Normal,Male,Electronic accessories,64.09,9.0,28.8405,580.6757,03/10/2019,18:24,Ewallet,576.81,4.761904762,28.8405,8.4
622-71-1357,Alex,Mandalay,Member,Male,Electronic accessories,35.05,4.0,7.01,147.21,02/14/2019,18:11,Ewallet,140.2,4.761904762,7.01,6.9
248-86-2861,Cairo,Naypyitaw,Member,Female,Electronic accessories,44.5,10.0,22.25,467.25,03/16/2019,03:05,Ewallet,445.0,4.761904762,22.25,5.3
562-31-3101,Cairo,Yangon,Normal,Female,Electronic accessories,56.67,1.0,2.8335,59.5035,03/03/2019,10:43,Credit card,56.67,4.761904762,2.8335,4.5
638-88-9530,Cairo,Mandalay,Normal,Female,Food and beverages,65.29,10.0,32.645,685.545,03/11/2019,13:50,Credit card,652.9,4.761904762,32.645,7.6
527-55-9466,Cairo,Yangon,Member,Male,Sports and travel,16.93,4.0,3.386,71.106,02/22/2019,06:53,Cash,67.72,4.761904762,3.386,7.8
272-86-8552,Giza,Mandalay,Normal,Male,Fashion accessories,88.01,7.0,30.8035,646.8735,01/12/2019,18:53,Cash,616.07,4.761904762,30.8035,4.6
638-98-1877,Giza,Naypyitaw,Member,Male,Electronic accessories,78.72,1.0,3.936,82.656,02/19/2019,07:51,Ewallet,78.72,4.761904762,3.936,7.0
299-63-2974,Alex,Yangon,Normal,Female,Home and lifestyle,62.06,1.0,3.103,65.163,02/07/2019,11:33,Credit card,62.06,4.761904762,3.103,5.9
615-38-6599,Cairo,Mandalay,Member,Male,Health and beauty,53.36,5.0,13.34,280.14,02/13/2019,03:28,Credit card,266.8,4.761904762,13.34,10.0
171-86-4018,Giza,Naypyitaw,Member,Female,Sports and travel,88.09,3.0,13.2135,277.4835,01/16/2019,22:34,Credit card,264.27,4.761904762,13.2135,9.4
354-39-3854,Giza,Mandalay,Member,Male,Fashion accessories,72.0,9.0,32.4,680.4,01/02/2019,02:45,Credit card,648.0,4.761904762,32.4,8.0
712-61-9541,Cairo,Naypyitaw,Normal,Male,Fashion accessories,62.84,5.0,15.71,329.91,03/13/2019,23:39,Ewallet,314.2,4.761904762,15.71,6.2
987-32-2763,Giza,Mandalay,Member,Female,Fashion accessories,95.11,2.0,9.511,199.731,02/24/2019,14:01,Credit card,190.22,4.761904762,9.511,6.5
809-27-2982,Giza,Naypyitaw,Member,Female,Electronic accessories,73.57,3.0,11.0355,231.7455,03/20/2019,16:56,Ewallet,220.71,4.761904762,11.0355,5.8
335-17-7746,Cairo,Yangon,Member,Male,Sports and travel,38.14,1.0,1.907,40.047,03/12/2019,08:09,Ewallet,38.14,4.761904762,1.907,4.6
784-13-3577,Cairo,Mandalay,Member,Female,Electronic accessories,72.79,5.0,18.1975,382.1475,03/26/2019,02:21,Credit card,363.95,4.761904762,18.1975,6.6
380-11-5669,Alex,Mandalay,Normal,Female,Health and beauty,65.89,10.0,32.945,691.845,02/11/2019,02:43,Ewallet,658.9,4.761904762,32.945,8.2
738-17-9332,Alex,Mandalay,Member,Male,Electronic accessories,67.87,6.0,20.361,427.581,01/23/2019,07:30,Credit card,407.22,4.761904762,20.361,6.3
828-58-8090,Cairo,Naypyitaw,Normal,Male,Health and beauty,61.29,4.0,12.258,289.69,01/25/2019,19:43,Cash,245.16,4.761904762,12.258,5.4
955-89-4776,Giza,Yangon,Normal,Male,Home and lifestyle,10.2,7.0,3.57,74.97,03/08/2019,17:38,Cash,71.4,4.761904762,3.57,8.0
343-42-4419,Giza,Mandalay,Member,Female,Sports and travel,91.23,5.0,22.8075,478.9575,03/13/2019,05:24,Ewallet,456.15,4.761904762,22.8075,8.4
236-80-6402,Giza,Yangon,Normal,Female,Health and beauty,40.6,1.0,2.03,42.63,03/21/2019,11:38,Credit card,40.6,4.761904762,2.03,7.5
591-90-1135,Alex,Naypyitaw,Normal,Female,Home and lifestyle,39.41,6.0,11.823,248.283,03/12/2019,16:12,Cash,236.46,4.761904762,11.823,7.6
138-85-6574,Giza,Yangon,Normal,Male,Home and lifestyle,98.74,10.0,49.37,1036.77,03/16/2019,08:29,Cash,987.4,4.761904762,49.37,7.9
518-99-2744,Giza,Naypyitaw,Member,Female,Food and beverages,14.63,5.0,3.6575,76.8075,02/27/2019,03:21,Credit card,73.15,4.761904762,3.6575,7.7
591-55-7862,Giza,Naypyitaw,Normal,Male,Fashion accessories,40.48,,18.216,382.536,03/14/2019,23:43,Cash,364.32,4.761904762,18.216,8.4
309-46-4399,Giza,Naypyitaw,Normal,Female,Electronic accessories,89.46,5.0,22.365,469.665,01/30/2019,15:21,Credit card,447.3,4.761904762,22.365,5.9
146-27-5330,Alex,Naypyitaw,Normal,Male,Sports and travel,84.83,9.0,38.1735,801.6435,02/12/2019,01:55,Ewallet,763.47,4.761904762,38.1735,7.5
979-40-9829,Giza,Naypyitaw,Normal,Female,Fashion accessories,25.52,7.0,8.932,187.572,03/08/2019,20:18,Ewallet,178.64,4.761904762,8.932,9.2
350-62-1848,Cairo,Mandalay,Member,Female,Food and beverages,41.57,1.0,2.0785,48.5756,02/12/2019,02:51,Ewallet,41.57,4.761904762,2.0785,8.3
764-36-1025,Giza,Naypyitaw,Normal,Male,Fashion accessories,54.08,6.0,16.224,340.704,01/25/2019,23:27,Cash,324.48,4.761904762,16.224,7.1
359-48-5608,Alex,Naypyitaw,Normal,Female,Food and beverages,80.28,7.0,28.098,590.058,01/29/2019,11:28,Ewallet,561.96,4.761904762,28.098,8.5
531-21-8811,Cairo,Naypyitaw,Member,Female,Health and beauty,85.44,8.0,34.176,717.696,01/18/2019,12:15,Credit card,683.52,4.761904762,34.176,5.8
555-78-6130,Cairo,Yangon,Normal,Female,Home and lifestyle,80.52,6.0,24.156,507.276,01/18/2019,18:22,Cash,483.12,4.761904762,24.156,7.7
556-68-5157,Alex,Yangon,Normal,Female,Sports and travel,47.79,8.0,19.116,401.436,01/11/2019,09:38,Credit card,382.32,4.761904762,19.116,5.7
459-35-5883,Alex,Yangon,Normal,Female,Health and beauty,68.66,4.0,13.732,323.4826,02/22/2019,11:25,Credit card,274.64,4.761904762,13.732,4.4
843-74-3457,Alex,Naypyitaw,Normal,Female,Home and lifestyle,31.97,6.0,9.591,201.411,01/17/2019,13:27,Cash,191.82,4.761904762,9.591,7.9
746-97-1220,Alex,Mandalay,Normal,Male,Food and beverages,76.32,2.0,7.632,160.272,01/10/2019,02:38,Ewallet,152.64,4.761904762,7.632,4.4
883-86-9222,Cairo,Naypyitaw,Normal,Female,Electronic accessories,17.81,2.0,1.781,37.401,02/24/2019,02:19,Ewallet,35.62,4.761904762,1.781,8.1
413-70-8351,Giza,Yangon,Normal,Female,Fashion accessories,10.01,8.0,4.004,84.084,01/19/2019,22:39,Cash,80.08,4.761904762,4.004,8.4
858-57-3181,Giza,Mandalay,Normal,Female,Electronic accessories,57.41,10.0,28.705,570.8531,03/05/2019,13:58,Credit card,574.1,4.761904762,28.705,4.4
975-12-6169,Giza,Mandalay,Member,Female,Health and beauty,92.32,2.0,9.232,193.872,03/04/2019,09:28,Cash,184.64,4.761904762,9.232,5.5
318-80-2479,Giza,Mandalay,Normal,Male,Home and lifestyle,,5.0,12.7425,310.5948,03/28/2019,05:58,Ewallet,254.85,4.761904762,12.7425,9.0
331-74-8878,Cairo,Yangon,Normal,Male,Food and beverages,92.42,7.0,32.347,638.3043,02/16/2019,02:32,Ewallet,646.94,4.761904762,32.347,6.5
292-11-3315,Giza,Naypyitaw,Normal,Male,Home and lifestyle,91.06,7.0,31.871,669.291,03/10/2019,11:40,Cash,637.42,4.761904762,31.871,8.6
810-25-9011,Cairo,Naypyitaw,Normal,Female,Food and beverages,82.61,1.0,4.1305,86.7405,03/12/2019,12:21,Credit card,82.61,4.761904762,4.1305,8.9
927-76-2812,Giza,Mandalay,Normal,Male,Health and beauty,58.42,2.0,5.842,122.682,01/06/2019,23:03,Cash,116.84,4.761904762,5.842,7.5
645-18-5230,Giza,Yangon,Normal,Male,Fashion accessories,64.6,3.0,9.69,203.49,01/31/2019,01:53,Ewallet,193.8,4.761904762,9.69,5.9
853-23-3840,Alex,Naypyitaw,Normal,Male,Sports and travel,91.41,5.0,22.8525,479.9025,03/24/2019,11:23,Cash,457.05,4.761904762,22.8525,4.5
969-16-2028,Giza,Yangon,Member,Male,Electronic accessories,82.76,5.0,20.69,434.49,02/22/2019,11:39,Ewallet,413.8,4.761904762,20.69,4.1
410-94-6125,Giza,Mandalay,Normal,Female,Health and beauty,77.44,5.0,19.36,406.56,01/13/2019,04:26,Ewallet,387.2,4.761904762,19.36,6.0
978-86-5372,Giza,Yangon,Member,Female,Home and lifestyle,71.6,,35.8,751.8,03/24/2019,12:44,Ewallet,716.0,4.761904762,35.8,9.5
195-12-1964,Cairo,Naypyitaw,Member,Male,Fashion accessories,32.51,2.0,3.251,68.271,03/05/2019,11:59,Ewallet,65.02,4.761904762,3.251,6.4
511-31-7242,Cairo,Naypyitaw,Normal,Male,Electronic accessories,57.62,5.0,14.405,309.3753,03/23/2019,20:59,Ewallet,288.1,4.761904762,14.405,7.0
460-73-3121,Alex,Naypyitaw,Normal,Male,Fashion accessories,28.11,3.0,4.2165,88.5465,03/05/2019,23:08,Credit card,84.33,4.761904762,4.2165,4.2
924-34-8587,Alex,Yangon,Normal,Male,Home and lifestyle,40.12,1.0,2.006,85.1008,03/08/2019,12:01,Credit card,40.12,4.761904762,2.006,6.0
144-46-1469,Alex,Yangon,Normal,Male,Sports and travel,80.49,5.0,20.1225,422.5725,01/06/2019,22:37,Cash,402.45,4.761904762,20.1225,9.3
363-20-9235,Cairo,Naypyitaw,Normal,Female,Sports and travel,96.66,5.0,24.165,507.465,01/29/2019,16:35,Credit card,483.3,4.761904762,24.165,5.2
643-75-9363,Giza,Naypyitaw,Normal,Female,Sports and travel,72.75,10.0,36.375,778.5904,01/18/2019,18:01,Cash,727.5,4.761904762,36.375,7.7
200-34-7261,Alex,Mandalay,Normal,Female,Fashion accessories,77.79,2.0,,163.359,02/02/2019,16:37,Credit card,155.58,4.761904762,7.779,8.5
847-41-3760,Cairo,Naypyitaw,Normal,Female,Electronic accessories,63.02,2.0,6.302,132.342,03/13/2019,07:37,Credit card,126.04,4.761904762,6.302,5.6
195-62-8769,Alex,Naypyitaw,Member,Female,Fashion accessories,29.9,7.0,10.465,219.765,03/09/2019,23:49,Credit card,209.3,4.761904762,10.465,7.0
954-52-7225,Cairo,Naypyitaw,Member,Male,Home and lifestyle,79.69,9.0,35.8605,753.0705,01/15/2019,16:13,Cash,717.21,4.761904762,35.8605,8.0
351-57-4435,Alex,Mandalay,Normal,Female,Food and beverages,75.47,7.0,,554.7045,03/12/2019,07:30,Credit card,528.29,4.761904762,26.4145,6.9
851-45-6332,Cairo,Mandalay,Normal,Male,Electronic accessories,30.79,4.0,6.158,129.318,01/21/2019,16:44,Ewallet,123.16,4.761904762,6.158,4.5
600-45-9805,Cairo,Mandalay,Normal,Male,Fashion accessories,15.79,5.0,3.9475,82.8975,01/16/2019,23:41,Cash,78.95,4.761904762,3.9475,9.8
908-88-9077,Giza,Mandalay,Normal,Male,Home and lifestyle,65.18,6.0,19.554,410.634,02/21/2019,14:33,Ewallet,391.08,4.761904762,19.554,8.7
537-40-1130,Alex,Naypyitaw,Member,Female,Fashion accessories,55.39,3.0,8.3085,198.1193,03/25/2019,20:09,Cash,166.17,4.761904762,8.3085,4.4
387-28-3068,Cairo,Mandalay,Member,Female,Fashion accessories,64.02,8.0,25.608,537.768,01/07/2019,02:51,Ewallet,512.16,4.761904762,25.608,6.3
995-74-1550,Giza,Yangon,Member,Male,Home and lifestyle,59.82,2.0,5.982,125.622,02/21/2019,12:47,Credit card,119.64,4.761904762,5.982,9.0
206-54-6346,Giza,Mandalay,Normal,Male,Home and lifestyle,,3.0,4.8075,100.9575,02/21/2019,20:44,Cash,96.15,4.761904762,4.8075,9.4
607-27-1787,Cairo,Mandalay,Member,Female,Fashion accessories,86.73,5.0,21.6825,455.3325,02/22/2019,14:47,Ewallet,433.65,4.761904762,21.6825,7.7
799-29-9213,Giza,Naypyitaw,Member,Male,Electronic accessories,89.15,6.0,26.745,561.645,01/03/2019,21:31,Credit card,534.9,4.761904762,26.745,9.8
448-50-9995,Alex,Yangon,Member,Female,Health and beauty,47.51,4.0,9.502,199.542,02/27/2019,17:39,Cash,190.04,4.761904762,9.502,9.7
951-71-6626,Alex,Naypyitaw,Member,Male,Sports and travel,53.49,6.0,16.047,336.987,01/22/2019,10:13,Ewallet,320.94,4.761904762,16.047,4.4
202-64-5515,Cairo,Naypyitaw,Member,Male,Food and beverages,80.26,6.0,24.078,505.638,01/05/2019,15:01,Credit card,481.56,4.761904762,24.078,8.0
433-48-5314,Cairo,Naypyitaw,Member,Female,Health and beauty,98.56,7.0,34.496,724.416,01/19/2019,23:00,Ewallet,689.92,4.761904762,34.496,7.2
372-88-1880,Giza,Mandalay,Member,Female,Electronic accessories,41.12,6.0,12.336,304.0307,03/01/2019,14:54,Cash,246.72,4.761904762,12.336,7.6
884-46-5306,Alex,Naypyitaw,Member,Female,Fashion accessories,58.29,3.0,8.7435,183.6135,02/13/2019,08:41,Ewallet,174.87,4.761904762,8.7435,5.0
597-47-3571,Cairo,Yangon,Member,Male,Home and lifestyle,17.83,8.0,7.132,149.772,02/21/2019,12:38,Cash,142.64,4.761904762,7.132,7.2
867-84-6636,Giza,Naypyitaw,Normal,Female,Home and lifestyle,93.52,2.0,9.352,196.392,03/22/2019,20:07,Cash,187.04,4.761904762,9.352,7.9
520-31-4904,Alex,Naypyitaw,Normal,Female,Electronic accessories,37.05,8.0,14.82,311.22,03/05/2019,21:37,Credit card,296.4,4.761904762,14.82,4.6
837-98-5023,Giza,Yangon,Normal,Female,Food and beverages,40.6,1.0,2.03,42.63,03/01/2019,00:12,Ewallet,40.6,4.761904762,2.03,7.1
944-59-2651,Alex,Yangon,Normal,Female,Food and beverages,71.0,1.0,3.55,74.55,03/15/2019,01:31,Ewallet,71.0,4.761904762,3.55,8.5
542-99-3917,Cairo,Mandalay,Normal,Male,Sports and travel,91.35,3.0,13.7025,287.7525,03/16/2019,13:28,Credit card,274.05,4.761904762,13.7025,4.7
793-41-6782,Alex,Mandalay,Normal,Male,Home and lifestyle,89.13,6.0,26.739,564.9168,01/11/2019,06:14,Credit card,534.78,4.761904762,26.739,8.2
939-23-4176,Cairo,Yangon,Member,Female,Health and beauty,14.24,8.0,5.696,119.616,03/28/2019,07:20,Credit card,113.92,4.761904762,5.696,9.5
829-82-7783,Giza,Yangon,Normal,Male,Health and beauty,73.32,1.0,3.666,76.986,02/16/2019,17:52,Cash,73.32,4.761904762,3.666,8.0
499-13-9415,Alex,Mandalay,Member,Female,Health and beauty,90.72,8.0,36.288,762.706,02/19/2019,13:37,Cash,725.76,4.761904762,36.288,8.9
190-26-3104,Alex,Yangon,Member,Female,Fashion accessories,69.19,6.0,20.757,435.897,03/14/2019,04:53,Credit card,415.14,4.761904762,20.757,9.2
929-89-6015,Giza,Mandalay,Normal,Female,Fashion accessories,66.62,7.0,23.317,489.657,01/10/2019,03:33,Cash,466.34,4.761904762,23.317,9.5
916-98-9721,Cairo,Naypyitaw,Normal,Male,Health and beauty,44.38,8.0,17.752,372.792,03/24/2019,17:06,Ewallet,355.04,4.761904762,17.752,5.1
707-37-8283,Cairo,Mandalay,Normal,Male,Food and beverages,80.07,5.0,20.0175,420.3675,02/03/2019,21:33,Cash,400.35,4.761904762,20.0175,9.2
303-41-6302,Giza,Yangon,Member,Male,Health and beauty,49.86,9.0,22.437,471.177,02/07/2019,14:58,Credit card,448.74,4.761904762,22.437,5.2
147-83-1173,Giza,Naypyitaw,Normal,Female,Electronic accessories,97.42,4.0,19.484,409.164,03/30/2019,02:40,Credit card,389.68,4.761904762,19.484,8.7
289-22-9175,Alex,Yangon,Normal,Female,Food and beverages,14.44,5.0,3.61,75.81,02/19/2019,09:41,Credit card,72.2,4.761904762,3.61,4.6
914-61-5205,Cairo,Mandalay,Normal,Female,Electronic accessories,62.99,2.0,6.299,132.279,02/02/2019,18:02,Ewallet,125.98,4.761904762,6.299,6.4
836-72-1253,Alex,Mandalay,Member,Female,Fashion accessories,99.82,10.0,49.91,1048.11,01/25/2019,12:34,Cash,998.2,4.761904762,49.91,6.7
693-60-8611,Alex,Mandalay,Normal,Male,Electronic accessories,96.47,4.0,19.294,405.174,01/22/2019,12:50,Cash,385.88,4.761904762,19.294,4.4
243-32-2852,Giza,Naypyitaw,Member,Female,Home and lifestyle,81.34,9.0,36.603,768.663,01/30/2019,16:52,Credit card,732.06,4.761904762,36.603,4.1
296-97-2354,Alex,Mandalay,Normal,Female,Health and beauty,89.69,6.0,26.907,565.047,04/01/2019,11:07,Cash,538.14,4.761904762,26.907,9.1
997-30-2335,Giza,Yangon,Member,Male,Food and beverages,32.01,2.0,3.201,67.221,01/29/2019,10:51,Ewallet,64.02,4.761904762,3.201,7.4
564-22-9073,Giza,Yangon,Normal,Male,Health and beauty,12.94,7.0,4.529,136.1166,01/01/2019,10:05,Credit card,90.58,4.761904762,4.529,7.0
359-79-4798,Cairo,Naypyitaw,Normal,Male,Health and beauty,50.34,9.0,22.653,475.713,02/25/2019,01:00,Credit card,453.06,4.761904762,22.653,5.6
386-38-6081,Giza,Naypyitaw,Normal,Male,Electronic accessories,,8.0,27.004,567.084,02/27/2019,10:58,Credit card,540.08,4.761904762,27.004,8.6
194-81-2840,Cairo,Yangon,Member,Female,Food and beverages,68.52,4.0,13.704,287.784,01/20/2019,20:21,Cash,274.08,4.761904762,13.704,8.5
965-47-3657,Giza,Yangon,Normal,Female,Food and beverages,74.63,5.0,18.6575,391.8075,03/02/2019,12:19,Credit card,373.15,4.761904762,18.6575,8.8
470-47-6752,Giza,Mandalay,Normal,Male,Food and beverages,60.87,8.0,24.348,511.308,03/29/2019,00:48,Cash,486.96,4.761904762,24.348,4.9
693-11-9314,Giza,Naypyitaw,Normal,Female,Fashion accessories,47.52,7.0,16.632,349.272,02/22/2019,02:13,Ewallet,332.64,4.761904762,16.632,6.3
235-62-9976,Giza,Yangon,Normal,Female,Sports and travel,49.51,6.0,14.853,311.913,01/29/2019,15:29,Ewallet,297.06,4.761904762,14.853,6.8
