Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Total_Amount,calculated_sales,error,is_incorrect
419-25-1894,Alex,Naypyitaw,Normal,Male,Health and beauty,26.32,10.0,13.16,300.5911,01/11/2019,11:36,Ewallet,263.2,4.761904762,13.16,5.1,263.2,276.36,24.23109999999997,True
569-84-7746,Alex,Naypyitaw,Normal,Male,Sports and travel,59.43,6.0,17.829,374.409,01/11/2019,10:48,Credit card,356.58,4.761904762,17.829,7.2,356.58,374.409,0.0,False
851-13-2553,Giza,Mandalay,Member,Male,Home and lifestyle,36.25,7.0,12.6875,266.4375,01/11/2019,09:42,Cash,253.75,4.761904762,12.6875,8.2,253.75,266.4375,0.0,False
124-62-7421,Cairo,Mandalay,Normal,Female,Health and beauty,88.06,7.0,30.821000000000005,647.241,01/11/2019,17:08,Credit card,616.42,4.761904762,30.821,4.7,616.4200000000001,647.2410000000001,1.1368683772161603e-13,False
557-90-8072,Alex,Yangon,Normal,Female,Health and beauty,11.75,8.0,4.7,98.7,01/11/2019,04:34,Cash,94.0,4.761904762,4.7,7.8,94.0,98.7,0.0,False
602-16-9946,Cairo,Mandalay,Member,Male,Food and beverages,91.89,1.0,4.5945,96.4845,01/11/2019,00:27,Credit card,91.89,4.761904762,4.5945,6.2,91.89,96.4845,0.0,False
185-92-8022,Alex,Mandalay,Member,Male,Home and lifestyle,44.12,4.0,8.824,185.304,01/11/2019,15:01,Ewallet,176.48,4.761904762,8.824,6.7,176.48,185.304,0.0,False
904-95-2733,Cairo,Yangon,Member,Male,Health and beauty,92.62,2.0,9.262,194.502,01/11/2019,12:20,Ewallet,185.24,4.761904762,9.262,5.1,185.24,194.502,0.0,False
176-66-9642,Alex,Naypyitaw,Normal,Female,Fashion accessories,54.59,4.0,10.918000000000001,228.5381,01/12/2019,19:24,Credit card,218.36,4.761904762,10.918,4.4,218.36,229.27800000000002,0.7399000000000342,True
272-86-8552,Giza,Mandalay,Normal,Male,Fashion accessories,88.01,7.0,30.803500000000003,646.8735,01/12/2019,18:53,Cash,616.07,4.761904762,30.8035,4.6,616.07,646.8735,0.0,False
966-61-6974,Giza,Yangon,Member,Female,Health and beauty,65.14,4.0,13.028,273.588,01/12/2019,18:30,Cash,260.56,4.761904762,13.028,7.8,260.56,273.588,0.0,False
126-15-1600,Giza,Yangon,Member,Female,Fashion accessories,62.03,2.0,6.203,130.263,01/12/2019,20:45,Credit card,124.06,4.761904762,6.203,6.7,124.06,130.263,0.0,False
731-69-9443,Cairo,Yangon,Normal,Female,Fashion accessories,44.09,5.0,11.0225,231.4725,01/12/2019,05:27,Ewallet,220.45,4.761904762,11.0225,4.3,220.45000000000002,231.47250000000003,2.842170943040401e-14,False
377-70-5845,Cairo,Yangon,Normal,Female,Home and lifestyle,44.88,1.0,2.244,47.124,01/12/2019,17:36,Credit card,44.88,4.761904762,2.244,6.7,44.88,47.124,0.0,False
251-22-5863,Cairo,Mandalay,Normal,Female,Fashion accessories,22.12,7.0,7.742000000000001,162.582,01/12/2019,22:59,Cash,154.84,4.761904762,7.742,5.2,154.84,162.582,0.0,False
906-69-1528,Alex,Yangon,Member,Female,Sports and travel,41.46,5.0,10.365000000000002,217.665,01/12/2019,13:13,Ewallet,207.3,4.761904762,10.365,6.7,207.3,217.66500000000002,2.842170943040401e-14,False
997-34-3517,Giza,Naypyitaw,Normal,Male,Fashion accessories,45.59,5.0,11.3975,239.3475,01/12/2019,10:03,Cash,227.95,4.761904762,11.3975,8.8,227.95000000000002,239.34750000000003,2.842170943040401e-14,False
529-92-2471,Cairo,Yangon,Normal,Male,Sports and travel,29.58,6.0,8.874,186.354,01/12/2019,09:22,Ewallet,177.48,4.761904762,8.874,8.8,177.48,186.35399999999998,2.842170943040401e-14,False
137-32-3252,Alex,Naypyitaw,Normal,Male,Sports and travel,86.33,1.0,4.3165000000000004,90.6465,01/12/2019,00:21,Ewallet,86.33,4.761904762,4.3165,8.1,86.33,90.6465,0.0,False
791-69-8200,Cairo,Mandalay,Member,Male,Sports and travel,55.0,9.0,24.75,519.75,01/12/2019,09:42,Cash,495.0,4.761904762,24.75,4.2,495.0,519.75,0.0,False
252-53-4013,Alex,Yangon,Member,Male,Electronic accessories,10.62,7.0,3.7169999999999996,78.057,01/12/2019,22:15,Ewallet,74.34,4.761904762,3.717,7.4,74.33999999999999,78.05699999999999,1.4210854715202004e-14,False
242-95-8403,Giza,Yangon,Normal,Male,Electronic accessories,97.16,6.0,29.148000000000003,636.1129,01/12/2019,19:39,Cash,582.96,4.761904762,29.148,4.2,582.96,612.1080000000001,24.004899999999907,True
378-80-8288,Alex,Naypyitaw,Member,Female,Fashion accessories,77.4,10.0,38.7,812.7,01/12/2019,14:19,Credit card,774.0,4.761904762,38.7,6.6,774.0,812.7,0.0,False
485-25-5162,Giza,Naypyitaw,Normal,Female,Electronic accessories,57.93,5.0,14.4825,304.1325,01/12/2019,11:44,Ewallet,289.65,4.761904762,14.4825,5.4,289.65,304.1325,0.0,False
289-86-7734,Cairo,Naypyitaw,Normal,Male,Fashion accessories,44.63,2.0,4.463,93.723,01/12/2019,21:40,Credit card,89.26,4.761904762,4.463,6.1,89.26,93.723,0.0,False
116-20-8310,Alex,Naypyitaw,Normal,Male,Fashion accessories,22.64,7.0,7.924000000000001,166.404,01/12/2019,00:35,Credit card,158.48,4.761904762,7.924,4.3,158.48000000000002,166.40400000000002,2.842170943040401e-14,False
286-86-3296,Cairo,Mandalay,Member,Male,Home and lifestyle,83.43,4.0,16.686000000000003,350.406,01/12/2019,10:10,Credit card,333.72,4.761904762,16.686,9.4,333.72,350.406,0.0,False
815-10-5700,Giza,Mandalay,Normal,Male,Home and lifestyle,20.46,9.0,9.207,193.347,01/12/2019,09:28,Ewallet,184.14,4.761904762,9.207,5.7,184.14000000000001,193.347,0.0,False
519-65-1149,Cairo,Naypyitaw,Member,Male,Health and beauty,55.77,5.0,13.942500000000003,292.7925,01/12/2019,10:52,Ewallet,278.85,4.761904762,13.9425,9.8,278.85,292.7925,0.0,False
226-20-1017,Cairo,Yangon,Member,Female,Food and beverages,66.77,1.0,3.3385,70.1085,01/12/2019,22:46,Credit card,66.77,4.761904762,3.3385,7.0,66.77,70.10849999999999,1.4210854715202004e-14,False
434-88-1565,Cairo,Mandalay,Normal,Male,Food and beverages,15.03,3.0,2.2544999999999997,47.3445,01/12/2019,11:22,Credit card,45.09,4.761904762,2.2545,7.0,45.089999999999996,47.3445,0.0,False
191-22-7611,Cairo,Naypyitaw,Normal,Female,Sports and travel,72.68,3.0,10.902000000000001,228.942,01/12/2019,05:16,Credit card,218.04,4.761904762,10.902,9.1,218.04000000000002,228.942,0.0,False
457-22-5184,Giza,Naypyitaw,Normal,Female,Health and beauty,22.51,7.0,7.878500000000002,165.4485,01/12/2019,15:33,Credit card,157.57,4.761904762,7.8785,9.7,157.57000000000002,165.44850000000002,2.842170943040401e-14,False
444-86-8466,Cairo,Yangon,Member,Female,Home and lifestyle,55.68,4.0,11.136000000000001,233.856,01/12/2019,08:24,Cash,222.72,4.761904762,11.136,6.1,222.72,233.856,0.0,False
968-20-6278,Cairo,Naypyitaw,Member,Female,Health and beauty,14.15,1.0,0.7075,14.8575,01/12/2019,14:10,Cash,14.15,4.761904762,0.7075,9.5,14.15,14.8575,0.0,False
288-54-8671,Cairo,Yangon,Normal,Male,Sports and travel,57.81,3.0,8.6715,136.9641,01/12/2019,17:40,Cash,173.43,4.761904762,8.6715,5.3,173.43,182.10150000000002,45.137400000000014,True
916-61-2733,Cairo,Mandalay,Normal,Female,Health and beauty,55.42,7.0,19.397000000000002,407.337,01/12/2019,17:41,Cash,387.94,4.761904762,19.397,6.5,387.94,407.337,0.0,False
354-45-8307,Alex,Mandalay,Normal,Female,Health and beauty,28.84,9.0,12.978000000000002,272.538,01/12/2019,10:22,Ewallet,259.56,4.761904762,12.978,7.9,259.56,272.538,0.0,False
194-88-1820,Giza,Yangon,Normal,Female,Health and beauty,36.38,7.0,12.733000000000002,267.393,01/12/2019,19:03,Ewallet,254.66,4.761904762,12.733,5.7,254.66000000000003,267.39300000000003,5.684341886080802e-14,False
144-61-4275,Giza,Mandalay,Member,Male,Home and lifestyle,55.36,10.0,27.680000000000003,581.28,01/12/2019,07:52,Credit card,553.6,4.761904762,27.68,9.4,553.6,581.28,0.0,False
305-35-8784,Giza,Naypyitaw,Member,Female,Sports and travel,86.77,1.0,4.3385,91.1085,01/12/2019,15:36,Ewallet,86.77,4.761904762,4.3385,6.4,86.77,91.10849999999999,1.4210854715202004e-14,False
159-96-7568,Cairo,Yangon,Member,Male,Health and beauty,48.91,1.0,2.4455,51.3555,01/12/2019,15:10,Credit card,48.91,4.761904762,2.4455,7.7,48.91,51.3555,0.0,False
540-81-9272,Cairo,Naypyitaw,Member,Male,Food and beverages,73.35,2.0,7.335,154.035,01/12/2019,02:09,Cash,146.7,4.761904762,7.335,7.4,146.7,154.035,0.0,False
942-37-1360,Giza,Naypyitaw,Normal,Male,Sports and travel,78.48,2.0,7.848000000000001,164.808,01/12/2019,08:49,Cash,156.96,4.761904762,7.848,5.5,156.96,164.80800000000002,2.842170943040401e-14,False
933-81-6675,Giza,Yangon,Member,Male,Home and lifestyle,26.35,6.0,7.905000000000001,166.005,01/12/2019,00:23,Ewallet,158.1,4.761904762,7.905,5.4,158.10000000000002,166.00500000000002,2.842170943040401e-14,False
470-92-3330,Alex,Mandalay,Member,Female,Sports and travel,22.42,5.0,5.605,117.705,01/12/2019,14:53,Credit card,112.1,4.761904762,5.605,5.5,112.10000000000001,117.70500000000001,1.4210854715202004e-14,False
367-39-9411,Alex,Mandalay,Normal,Male,Home and lifestyle,46.35,10.0,23.175,530.1645,01/12/2019,16:27,Credit card,463.5,4.761904762,23.175,5.0,463.5,486.675,43.489499999999964,True
299-36-5664,Cairo,Naypyitaw,Member,Male,Fashion accessories,85.08,8.0,34.032000000000004,714.672,01/12/2019,12:42,Cash,680.64,4.761904762,34.032,4.7,680.64,714.672,0.0,False
243-13-2109,Giza,Mandalay,Normal,Female,Sports and travel,17.04,4.0,3.408,71.568,01/12/2019,07:01,Cash,68.16,4.761904762,3.408,4.8,68.16,71.568,0.0,False
781-63-6713,Giza,Yangon,Normal,Female,Electronic accessories,42.29,1.0,2.1145,44.4045,01/12/2019,04:45,Cash,42.29,4.761904762,2.1145,4.5,42.29,44.4045,0.0,False
857-32-7616,Alex,Mandalay,Normal,Female,Health and beauty,78.59,4.0,15.718000000000002,330.078,01/12/2019,11:51,Credit card,314.36,4.761904762,15.718,5.1,314.36,330.07800000000003,5.684341886080802e-14,False
220-60-8142,Alex,Mandalay,Member,Female,Home and lifestyle,56.23,4.0,11.246,236.166,01/12/2019,13:23,Cash,224.92,4.761904762,11.246,4.3,224.92,236.166,0.0,False
422-25-7467,Cairo,Yangon,Member,Male,Electronic accessories,18.51,10.0,9.255,241.914,01/12/2019,20:43,Cash,185.1,4.761904762,9.255,6.7,185.10000000000002,194.35500000000002,47.55899999999997,True
530-71-5792,Cairo,Yangon,Member,Female,Health and beauty,72.98,7.0,25.543000000000003,536.403,01/12/2019,16:59,Cash,510.86,4.761904762,25.543,6.4,510.86,536.403,0.0,False
607-90-3696,Alex,Mandalay,Normal,Female,Health and beauty,28.74,2.0,2.874,60.354,01/12/2019,09:34,Cash,57.48,4.761904762,2.874,5.6,57.48,60.354,0.0,False
545-97-9078,Alex,Mandalay,Member,Female,Health and beauty,82.07,8.0,32.827999999999996,689.388,01/12/2019,22:40,Ewallet,656.56,4.761904762,32.828,5.9,656.56,689.3879999999999,1.1368683772161603e-13,False
483-66-2122,Cairo,Yangon,Member,Female,Fashion accessories,31.6,10.0,15.8,331.8,01/12/2019,00:42,Ewallet,316.0,4.761904762,15.8,6.7,316.0,331.8,0.0,False
405-85-7684,Giza,Mandalay,Normal,Female,Health and beauty,96.98,5.0,24.245000000000005,509.145,01/12/2019,05:10,Cash,484.9,4.761904762,24.245,8.4,484.90000000000003,509.14500000000004,5.684341886080802e-14,False
680-97-8479,Alex,Mandalay,Normal,Female,Electronic accessories,19.92,4.0,3.9840000000000004,83.664,01/12/2019,15:46,Cash,79.68,4.761904762,3.984,5.2,79.68,83.664,0.0,False
697-37-1925,Cairo,Mandalay,Member,Female,Health and beauty,55.71,3.0,8.3565,175.4865,01/12/2019,21:41,Cash,167.13,4.761904762,8.3565,9.0,167.13,175.4865,0.0,False
561-39-7783,Cairo,Mandalay,Member,Female,Electronic accessories,38.84,2.0,3.8840000000000003,81.564,01/12/2019,20:34,Credit card,77.68,4.761904762,3.884,9.4,77.68,81.56400000000001,1.4210854715202004e-14,False
361-13-3562,Alex,Mandalay,Member,Male,Health and beauty,32.99,10.0,16.495,346.395,01/12/2019,14:27,Credit card,329.9,4.761904762,16.495,8.2,329.90000000000003,346.39500000000004,5.684341886080802e-14,False
357-19-4187,Giza,Mandalay,Normal,Female,Food and beverages,34.67,8.0,13.868000000000002,291.228,01/12/2019,20:09,Credit card,277.36,4.761904762,13.868,8.8,277.36,291.228,0.0,False
436-94-1483,Alex,Naypyitaw,Normal,Female,Sports and travel,11.25,5.0,2.8125,59.0625,01/12/2019,03:40,Cash,56.25,4.761904762,2.8125,8.0,56.25,59.0625,0.0,False
798-38-2653,Giza,Mandalay,Normal,Male,Health and beauty,18.25,8.0,7.300000000000001,153.3,01/12/2019,18:00,Cash,146.0,4.761904762,7.3,8.5,146.0,153.3,0.0,False
610-67-2596,Alex,Mandalay,Normal,Male,Sports and travel,79.07,1.0,3.9535,49.7246,01/12/2019,20:42,Cash,79.07,4.761904762,3.9535,7.1,79.07,83.0235,33.298899999999996,True
896-27-5198,Giza,Mandalay,Member,Male,Home and lifestyle,14.06,6.0,4.218,88.578,01/12/2019,15:02,Cash,84.36,4.761904762,4.218,9.5,84.36,88.578,0.0,False
708-41-2046,Giza,Naypyitaw,Member,Female,Health and beauty,62.57,9.0,28.1565,591.2865,01/12/2019,11:28,Credit card,563.13,4.761904762,28.1565,5.3,563.13,591.2865,0.0,False
901-81-9462,Alex,Naypyitaw,Normal,Female,Electronic accessories,72.42,7.0,25.347,532.287,01/12/2019,13:20,Cash,506.94,4.761904762,25.347,9.2,506.94,532.287,0.0,False
343-27-6735,Giza,Mandalay,Member,Male,Fashion accessories,31.52,9.0,14.184000000000001,297.864,01/12/2019,01:02,Ewallet,283.68,4.761904762,14.184,9.7,283.68,297.86400000000003,5.684341886080802e-14,False
207-63-2005,Cairo,Naypyitaw,Member,Female,Sports and travel,70.02,5.0,17.505,324.2304,01/12/2019,21:20,Cash,350.1,4.761904762,17.505,7.4,350.09999999999997,367.60499999999996,43.37459999999999,True
210-80-7866,Giza,Yangon,Normal,Female,Health and beauty,73.75,8.0,29.5,619.5,01/12/2019,08:32,Credit card,590.0,4.761904762,29.5,6.5,590.0,619.5,0.0,False
198-67-8396,Cairo,Yangon,Member,Female,Fashion accessories,21.0,1.0,1.05,42.8265,01/12/2019,22:15,Cash,21.0,4.761904762,1.05,6.5,21.0,22.05,20.776500000000002,True
292-30-4786,Alex,Mandalay,Member,Male,Sports and travel,70.61,6.0,21.183,444.843,01/12/2019,07:38,Cash,423.66,4.761904762,21.183,9.9,423.65999999999997,444.84299999999996,5.684341886080802e-14,False
571-53-9690,Cairo,Naypyitaw,Normal,Female,Home and lifestyle,31.35,4.0,6.2700000000000005,131.67,01/12/2019,20:49,Credit card,125.4,4.761904762,6.27,9.6,125.4,131.67000000000002,2.842170943040401e-14,False
364-66-6981,Giza,Yangon,Normal,Female,Sports and travel,82.21,6.0,24.663,517.923,01/12/2019,12:55,Ewallet,493.26,4.761904762,24.663,7.6,493.26,517.923,0.0,False
854-88-3340,Cairo,Yangon,Member,Female,Home and lifestyle,99.56,10.0,49.78,1045.38,01/12/2019,00:51,Credit card,995.6,4.761904762,49.78,8.8,995.6,1045.38,0.0,False
619-55-6296,Cairo,Mandalay,Normal,Female,Electronic accessories,41.11,9.0,18.4995,388.4895,01/12/2019,09:10,Credit card,369.99,4.761904762,18.4995,4.6,369.99,388.4895,0.0,False
412-67-4368,Alex,Naypyitaw,Normal,Female,Electronic accessories,45.98,2.0,4.598,96.558,01/12/2019,17:54,Credit card,91.96,4.761904762,4.598,6.1,91.96,96.55799999999999,1.4210854715202004e-14,False
594-80-6354,Giza,Naypyitaw,Normal,Male,Sports and travel,69.37,1.0,3.4685000000000006,72.8385,01/12/2019,10:31,Ewallet,69.37,4.761904762,3.4685,7.2,69.37,72.83850000000001,1.4210854715202004e-14,False
801-22-3451,Alex,Yangon,Member,Male,Fashion accessories,53.44,10.0,26.72,561.12,01/12/2019,15:59,Credit card,534.4,4.761904762,26.72,6.4,534.4,561.12,0.0,False
234-71-3319,Giza,Yangon,Member,Female,Sports and travel,63.74,6.0,19.122,386.9843,01/12/2019,01:03,Credit card,382.44,4.761904762,19.122,4.6,382.44,401.562,14.577699999999993,True
152-33-9388,Cairo,Naypyitaw,Member,Female,Health and beauty,27.18,4.0,5.436,114.156,01/12/2019,13:07,Cash,108.72,4.761904762,5.436,9.4,108.72,114.156,0.0,False
528-61-7408,Alex,Mandalay,Member,Male,Health and beauty,47.49,8.0,18.996000000000002,444.5778,01/12/2019,04:47,Cash,379.92,4.761904762,18.996,4.3,379.92,398.916,45.66180000000003,True
197-47-9100,Giza,Mandalay,Normal,Male,Electronic accessories,95.36,9.0,42.912000000000006,901.152,01/12/2019,18:59,Ewallet,858.24,4.761904762,42.912,6.4,858.24,901.152,0.0,False
751-67-1400,Alex,Mandalay,Member,Female,Sports and travel,52.91,6.0,15.873,333.333,01/12/2019,07:28,Ewallet,317.46,4.761904762,15.873,8.5,317.46,333.33299999999997,5.684341886080802e-14,False
961-41-5431,Alex,Yangon,Normal,Male,Food and beverages,25.95,6.0,7.785,163.485,01/12/2019,05:01,Credit card,155.7,4.761904762,7.785,6.4,155.7,163.48499999999999,2.842170943040401e-14,False
359-87-3738,Alex,Mandalay,Member,Male,Fashion accessories,48.29,8.0,19.316000000000003,405.636,01/13/2019,03:30,Cash,386.32,4.761904762,19.316,8.7,386.32,405.63599999999997,5.684341886080802e-14,False
856-99-9293,Alex,Naypyitaw,Member,Female,Health and beauty,60.62,7.0,21.217,445.557,01/13/2019,15:02,Ewallet,424.34,4.761904762,21.217,5.8,424.34,445.55699999999996,5.684341886080802e-14,False
400-51-9183,Alex,Yangon,Member,Female,Electronic accessories,97.21,9.0,43.7445,918.6345,01/13/2019,16:22,Cash,874.89,4.761904762,43.7445,7.0,874.89,918.6345,0.0,False
377-49-5118,Alex,Yangon,Member,Female,Electronic accessories,76.86,3.0,11.529,242.109,01/13/2019,06:18,Cash,230.58,4.761904762,11.529,5.1,230.57999999999998,242.10899999999998,2.842170943040401e-14,False
267-63-2940,Cairo,Naypyitaw,Normal,Male,Food and beverages,59.71,8.0,23.884,546.1042,01/13/2019,01:08,Credit card,477.68,4.761904762,23.884,8.2,477.68,501.564,44.54019999999997,True
952-93-4652,Cairo,Mandalay,Member,Male,Sports and travel,38.35,8.0,15.340000000000002,322.14,01/13/2019,00:36,Cash,306.8,4.761904762,15.34,6.9,306.8,322.14,0.0,False
164-80-1264,Alex,Mandalay,Normal,Female,Fashion accessories,37.35,1.0,1.8675000000000002,39.2175,01/13/2019,22:00,Cash,37.35,4.761904762,1.8675,6.2,37.35,39.2175,0.0,False
452-20-8860,Alex,Mandalay,Normal,Female,Sports and travel,93.53,3.0,14.029500000000002,294.6195,01/13/2019,14:14,Credit card,280.59,4.761904762,14.0295,6.8,280.59000000000003,294.6195,0.0,False
872-79-2305,Cairo,Naypyitaw,Normal,Female,Electronic accessories,90.58,1.0,4.529,95.109,01/13/2019,18:00,Cash,90.58,4.761904762,4.529,5.9,90.58,95.109,0.0,False
189-70-8081,Alex,Mandalay,Member,Female,Electronic accessories,31.58,1.0,1.579,33.159,01/13/2019,01:25,Credit card,31.58,4.761904762,1.579,4.9,31.58,33.159,0.0,False
354-28-6868,Alex,Mandalay,Member,Female,Fashion accessories,46.99,8.0,18.796000000000003,394.716,01/13/2019,11:40,Credit card,375.92,4.761904762,18.796,6.1,375.92,394.716,0.0,False
198-25-4845,Cairo,Naypyitaw,Member,Male,Food and beverages,31.6,4.0,6.32,132.72,01/13/2019,13:24,Credit card,126.4,4.761904762,6.32,8.6,126.4,132.72,0.0,False
749-52-7706,Alex,Mandalay,Member,Male,Sports and travel,45.82,9.0,20.619,432.999,01/13/2019,11:19,Cash,412.38,4.761904762,20.619,9.6,412.38,432.999,0.0,False
182-34-5171,Cairo,Yangon,Normal,Female,Health and beauty,99.46,9.0,44.757000000000005,939.897,01/13/2019,12:15,Credit card,895.14,4.761904762,44.757,4.2,895.14,939.8969999999999,1.1368683772161603e-13,False
148-66-9408,Cairo,Naypyitaw,Normal,Female,Fashion accessories,41.46,8.0,16.584,348.264,01/13/2019,09:21,Cash,331.68,4.761904762,16.584,5.9,331.68,348.264,0.0,False
527-99-7334,Giza,Mandalay,Member,Male,Home and lifestyle,66.62,10.0,33.31,745.7939,01/13/2019,02:55,Credit card,666.2,4.761904762,33.31,5.2,666.2,699.51,46.28390000000002,True
772-79-6989,Cairo,Naypyitaw,Member,Female,Sports and travel,77.38,10.0,38.69,812.49,01/13/2019,22:25,Credit card,773.8,4.761904762,38.69,5.2,773.8,812.49,0.0,False
785-90-4633,Cairo,Naypyitaw,Member,Female,Fashion accessories,55.67,6.0,16.701,350.721,01/13/2019,23:46,Ewallet,334.02,4.761904762,16.701,6.7,334.02,350.721,0.0,False
602-68-5557,Alex,Mandalay,Normal,Male,Sports and travel,35.19,7.0,12.3165,258.6465,01/13/2019,12:18,Cash,246.33,4.761904762,12.3165,8.4,246.32999999999998,258.6465,0.0,False
926-51-8279,Alex,Naypyitaw,Normal,Female,Fashion accessories,65.13,2.0,6.513,136.773,01/13/2019,23:24,Credit card,130.26,4.761904762,6.513,6.1,130.26,136.773,0.0,False
725-10-5630,Cairo,Mandalay,Normal,Female,Home and lifestyle,85.45,6.0,25.635000000000005,538.335,01/13/2019,05:55,Ewallet,512.7,4.761904762,25.635,9.3,512.7,538.335,0.0,False
464-39-8693,Giza,Mandalay,Member,Female,Electronic accessories,60.22,1.0,3.011,63.231,01/13/2019,13:56,Credit card,60.22,4.761904762,3.011,4.5,60.22,63.231,0.0,False
823-32-9312,Alex,Mandalay,Member,Male,Food and beverages,89.94,2.0,8.994,188.874,01/13/2019,15:12,Ewallet,179.88,4.761904762,8.994,8.8,179.88,188.874,0.0,False
435-78-3705,Cairo,Yangon,Normal,Female,Food and beverages,95.6,6.0,28.679999999999996,602.28,01/13/2019,02:24,Cash,573.6,4.761904762,28.68,8.2,573.5999999999999,602.2799999999999,1.1368683772161603e-13,False
292-23-5592,Alex,Yangon,Normal,Male,Home and lifestyle,64.6,9.0,29.07,570.5003,01/13/2019,17:13,Cash,581.4,4.761904762,29.07,7.6,581.4,610.47,39.96969999999999,True
307-32-2561,Giza,Mandalay,Member,Male,Food and beverages,80.75,6.0,24.225,508.725,01/13/2019,05:59,Ewallet,484.5,4.761904762,24.225,5.2,484.5,508.725,0.0,False
495-85-7030,Alex,Mandalay,Normal,Male,Fashion accessories,17.04,7.0,5.964,125.244,01/13/2019,10:29,Ewallet,119.28,4.761904762,5.964,4.7,119.28,125.244,0.0,False
695-36-3969,Giza,Yangon,Member,Male,Health and beauty,81.27,3.0,12.1905,256.0005,01/13/2019,04:15,Credit card,243.81,4.761904762,12.1905,6.9,243.81,256.0005,0.0,False
420-50-5841,Cairo,Yangon,Member,Female,Health and beauty,74.39,10.0,37.195,781.095,01/13/2019,09:22,Cash,743.9,4.761904762,37.195,5.3,743.9,781.095,0.0,False
216-13-8214,Alex,Yangon,Normal,Male,Fashion accessories,37.19,10.0,18.595,390.495,01/13/2019,12:40,Credit card,371.9,4.761904762,18.595,8.8,371.9,390.495,0.0,False
284-83-9306,Cairo,Naypyitaw,Normal,Male,Fashion accessories,39.17,10.0,19.585000000000004,411.285,01/13/2019,21:06,Credit card,391.7,4.761904762,19.585,6.1,391.70000000000005,411.285,0.0,False
299-89-9881,Cairo,Mandalay,Normal,Male,Fashion accessories,85.11,3.0,12.7665,268.0965,01/13/2019,04:19,Cash,255.33,4.761904762,12.7665,8.4,255.32999999999998,268.0965,0.0,False
337-43-5202,Cairo,Yangon,Normal,Female,Sports and travel,25.75,10.0,12.875,270.375,01/13/2019,21:40,Credit card,257.5,4.761904762,12.875,6.2,257.5,270.375,0.0,False
720-69-8476,Alex,Mandalay,Normal,Male,Electronic accessories,93.19,5.0,23.2975,489.2475,01/13/2019,05:59,Credit card,465.95,4.761904762,23.2975,9.3,465.95,489.2475,0.0,False
410-94-6125,Giza,Mandalay,Normal,Female,Health and beauty,77.44,5.0,19.36,406.56,01/13/2019,04:26,Ewallet,387.2,4.761904762,19.36,6.0,387.2,406.56,0.0,False
832-94-7606,Cairo,Naypyitaw,Normal,Male,Health and beauty,16.33,2.0,1.633,34.293,01/13/2019,15:38,Credit card,32.66,4.761904762,1.633,8.0,32.66,34.293,0.0,False
185-91-8970,Alex,Yangon,Member,Male,Food and beverages,55.65,8.0,22.26,467.46,01/13/2019,04:44,Credit card,445.2,4.761904762,22.26,4.4,445.2,467.46,0.0,False
245-12-4720,Giza,Mandalay,Normal,Female,Sports and travel,74.16,6.0,22.248,467.208,01/13/2019,09:23,Cash,444.96,4.761904762,22.248,9.3,444.96,467.20799999999997,5.684341886080802e-14,False
201-17-9946,Giza,Mandalay,Member,Female,Food and beverages,19.43,10.0,9.715000000000002,204.015,01/13/2019,05:26,Cash,194.3,4.761904762,9.715,4.5,194.3,204.01500000000001,2.842170943040401e-14,False
258-21-5434,Alex,Naypyitaw,Member,Female,Food and beverages,92.64,5.0,23.16,486.36,01/13/2019,08:58,Credit card,463.2,4.761904762,23.16,5.3,463.2,486.36,0.0,False
359-67-2481,Cairo,Mandalay,Normal,Female,Home and lifestyle,27.33,7.0,9.5655,200.8755,01/13/2019,09:12,Credit card,191.31,4.761904762,9.5655,8.6,191.31,200.8755,0.0,False
996-66-8800,Alex,Yangon,Normal,Male,Fashion accessories,37.01,3.0,5.551500000000001,123.9332,01/13/2019,00:57,Cash,111.03,4.761904762,5.5515,9.9,111.03,116.5815,7.351699999999994,True
981-71-4912,Giza,Mandalay,Normal,Female,Fashion accessories,74.76,6.0,22.428000000000004,470.988,01/13/2019,01:15,Credit card,448.56,4.761904762,22.428,9.9,448.56000000000006,470.98800000000006,5.684341886080802e-14,False
382-53-1490,Alex,Yangon,Member,Male,Fashion accessories,12.73,6.0,3.819,80.199,01/13/2019,14:50,Ewallet,76.38,4.761904762,3.819,5.0,76.38,80.199,0.0,False
254-53-2282,Alex,Mandalay,Member,Female,Sports and travel,74.61,10.0,37.305,746.9434,01/13/2019,15:18,Ewallet,746.1,4.761904762,37.305,4.1,746.1,783.405,36.461599999999976,True
625-16-9659,Alex,Mandalay,Normal,Female,Fashion accessories,64.04,4.0,12.808000000000002,240.7484,01/13/2019,15:13,Credit card,256.16,4.761904762,12.808,4.5,256.16,268.968,28.219600000000014,True
204-22-8720,Giza,Naypyitaw,Normal,Female,Food and beverages,35.24,2.0,3.5240000000000005,74.004,01/13/2019,00:52,Cash,70.48,4.761904762,3.524,8.9,70.48,74.004,0.0,False
543-57-3377,Cairo,Naypyitaw,Member,Female,Health and beauty,43.59,3.0,6.538500000000001,137.3085,01/13/2019,13:28,Cash,130.77,4.761904762,6.5385,4.3,130.77,137.3085,0.0,False
